1.202500000000000036e+01,2.259730339050292969e+02,2.330364445683771280e+01
1.207500000000000107e+01,2.161068260669708252e+02,2.401651668444395327e+01
1.212500000000000178e+01,1.750764187574386597e+02,2.293150024527048458e+01
1.217500000000000249e+01,2.459122192859649658e+02,2.330624604392638233e+01
1.222500000000000320e+01,2.259608709812164307e+02,2.321818461698866898e+01
1.227500000000000391e+01,1.909426265954971313e+02,2.231861274397153494e+01
1.232500000000000462e+01,1.679973597526550293e+02,2.220385869832022507e+01
1.237500000000000533e+01,2.197905900478363037e+02,2.185002572169415913e+01
1.242500000000000604e+01,2.219122192859649658e+02,2.278554595922674508e+01
1.247500000000000675e+01,2.040338485240936279e+02,2.325808644926258850e+01
1.252500000000000746e+01,2.128392417430877686e+02,2.205281424869015439e+01
1.257500000000000817e+01,1.929547895193099976e+02,2.245208727217811173e+01
1.262500000000000888e+01,1.398331602811813354e+02,2.028148767364377747e+01
1.267500000000000959e+01,1.889304636716842651e+02,2.218433516590557630e+01
1.272500000000001030e+01,1.489000563621520996e+02,2.102867938311629814e+01
1.277500000000001101e+01,2.087480198144912720e+02,2.127224731478148456e+01
1.282500000000001172e+01,1.987905900478363037e+02,2.136407320804476839e+01
1.287500000000001243e+01,1.289791153669357300e+02,2.116713771396052479e+01
1.292500000000001315e+01,1.768635675907135010e+02,2.140743124271333642e+01
1.297500000000001386e+01,1.747419383525848389e+02,2.040883710038769294e+01
1.302500000000001457e+01,1.946932866573333740e+02,2.050896485787681200e+01
1.307500000000001528e+01,1.627784271240234375e+02,2.040705456396298345e+01
1.312500000000001599e+01,1.507966715097427368e+02,2.025861540356998702e+01
1.317500000000001670e+01,2.045777388811111450e+02,1.982039436921866482e+01
1.322500000000001741e+01,1.567784271240234375e+02,2.025951322160931056e+01
1.327500000000001812e+01,1.877419383525848389e+02,2.072487953620385071e+01
1.332500000000001883e+01,1.866567978858947754e+02,2.001725244271112913e+01
1.337500000000001954e+01,1.457784271240234375e+02,1.998619213298427510e+01
1.342500000000002025e+01,1.807297754287719727e+02,2.045836952760476990e+01
1.347500000000002096e+01,1.747115310430526733e+02,2.016386028603716341e+01
1.352500000000002167e+01,1.427115310430526733e+02,1.935410193304836923e+01
1.357500000000002238e+01,1.387419383525848389e+02,1.950693804240330209e+01
1.362500000000002309e+01,1.507054495811462402e+02,1.950880282343741712e+01
1.367500000000002380e+01,1.486932866573333740e+02,1.935504170859949369e+01
1.372500000000002451e+01,1.816689608097076416e+02,1.999165184314088606e+01
1.377500000000002522e+01,1.465777388811111450e+02,1.829885332340130333e+01
1.382500000000002593e+01,1.097845085859298706e+02,1.911637387183116843e+01
1.387500000000002665e+01,1.676020647287368774e+02,1.907352953901355264e+01
1.392500000000002736e+01,1.126567978858947754e+02,1.807457870477828266e+01
1.397500000000002807e+01,1.526507164239883423e+02,1.909718621483693113e+01
1.402500000000002878e+01,1.165594944953918457e+02,1.728827379636712891e+01
1.407500000000002949e+01,1.274743540287017822e+02,1.679446856626364948e+01
1.412500000000003020e+01,1.306203091144561768e+02,1.824179681853800261e+01
1.417500000000003091e+01,1.215838203430175781e+02,1.765887615287059731e+01
1.422500000000003162e+01,1.035169242620468140e+02,1.649149152262117468e+01
1.427500000000003233e+01,1.175959832668304443e+02,1.765818946111281562e+01
1.432500000000003304e+01,1.285412501096725464e+02,1.746198123824881421e+01
1.437500000000003375e+01,1.315838203430175781e+02,1.793978558908722931e+01
1.442500000000003446e+01,1.056811237335205078e+02,1.810088095865756941e+01
1.447500000000003517e+01,1.265169242620468140e+02,1.717467008826329788e+01
1.452500000000003588e+01,1.296750422716140747e+02,1.869903787493959157e+01
1.457500000000003659e+01,1.595290871858596802e+02,1.821935895422283735e+01
1.462500000000003730e+01,1.305351686477661133e+02,1.746232844536737971e+01
1.467500000000003801e+01,1.525473315715789795e+02,1.819089505208637192e+01
1.472500000000003872e+01,1.695108428001403809e+02,1.832979592383993506e+01
1.477500000000003944e+01,1.566020647287368774e+02,1.878295847505452443e+01
1.482500000000004015e+01,1.426324720382690430e+02,1.867455218287595287e+01
1.487500000000004086e+01,1.846932866573333740e+02,2.026370251315454851e+01
1.492500000000004157e+01,2.206203091144561768e+02,2.056120500284025709e+01
1.497500000000004228e+01,2.665594944953918457e+02,2.118689243041919923e+01
1.502500000000004299e+01,2.827297754287719727e+02,2.281545273993105027e+01
1.507500000000004370e+01,3.128392417430877686e+02,2.421418213128891495e+01
1.512500000000004441e+01,3.908635675907135010e+02,2.592832644833636380e+01
1.517500000000004512e+01,4.767966715097427368e+02,2.713690288278607454e+01
1.522500000000004583e+01,4.328453232049942017e+02,2.661417837015259735e+01
1.527500000000004654e+01,4.879365451335906982e+02,2.816260997820162615e+01
1.532500000000004725e+01,4.889669524431228638e+02,2.835616283878402655e+01
1.537500000000004796e+01,5.431129075288772583e+02,3.009619490376219630e+01
1.542500000000004867e+01,5.519851968288421631e+02,2.954717572007241699e+01
1.547500000000004938e+01,6.039183007478713989e+02,3.005276990047840968e+01
1.552500000000005009e+01,6.439791153669357300e+02,3.103301015051182432e+01
1.557500000000005080e+01,6.269183007478713989e+02,3.043302447492035157e+01
1.562500000000005151e+01,5.699791153669357300e+02,2.981690324298903505e+01
1.567500000000005222e+01,6.120399299860000610e+02,3.083709550707457581e+01
1.572500000000005294e+01,5.760277670621871948e+02,3.018196002996334926e+01
1.577500000000005365e+01,5.559304636716842651e+02,2.931117068206650345e+01
1.582500000000005436e+01,5.700095226764678955e+02,2.998311339999741421e+01
1.587500000000005507e+01,5.239973597526550293e+02,2.913779918070290265e+01
1.592500000000005578e+01,5.019183007478713989e+02,2.830492852298166540e+01
1.597500000000005649e+01,4.799669524431228638e+02,2.819702060395098187e+01
1.602500000000005542e+01,4.548027529716491699e+02,2.676563789826108675e+01
1.607500000000005969e+01,3.477905900478363037e+02,2.460535762875021248e+01
1.612500000000005684e+01,3.787236939668655396e+02,2.479026037977335406e+01
1.617500000000006111e+01,3.417358568906784058e+02,2.411499031223305778e+01
1.622500000000005826e+01,2.347054495811462402e+02,2.155442849169886443e+01
1.627500000000006253e+01,2.755838203430175781e+02,2.158323207914935793e+01
1.632500000000005969e+01,2.237054495811462402e+02,2.129773198262574851e+01
1.637500000000006395e+01,2.214561096429824829e+02,1.923773771341155125e+01
1.642500000000006111e+01,1.794439467191696167e+02,1.800318872499767053e+01
1.647500000000006537e+01,1.534500281810760498e+02,1.732347188928796200e+01
1.652500000000006253e+01,1.603952950239181519e+02,1.700622862422319059e+01
1.657500000000006679e+01,1.343405618667602539e+02,1.566272472272133420e+01
1.662500000000006395e+01,8.641353940963745117e+01,1.487196806453499676e+01
1.667500000000006821e+01,9.329799163341522217e+01,1.379876181120167900e+01
1.672500000000006537e+01,6.036488771438598633e+01,1.338926591953470968e+01
1.677500000000006963e+01,7.926758432388305664e+01,1.290218808446626930e+01
1.682500000000006679e+01,4.327366578578948975e+01,1.150888054495354673e+01
1.687500000000007105e+01,3.033448040485382080e+01,1.180394305766844987e+01
1.692500000000006821e+01,6.523717701435089111e+01,1.193847089084732360e+01
1.697500000000007248e+01,3.927974724769592285e+01,1.142112977901385840e+01
1.702500000000006963e+01,6.523717701435089111e+01,1.193847089084732360e+01
1.707500000000007390e+01,4.326150286197662354e+01,1.133483936083244537e+01
1.712500000000007105e+01,5.920676970481872559e+01,1.125112070223559613e+01
1.717500000000007532e+01,3.423717701435089111e+01,1.056063857972655384e+01
1.722500000000007248e+01,5.226758432388305664e+01,1.180959175276365514e+01
1.727500000000007674e+01,4.620068824291229248e+01,1.056408268735187050e+01
1.732500000000007390e+01,3.220676970481872559e+01,9.979364561748129248e+00
1.737500000000007816e+01,5.416419947147369385e+01,1.037654079348248715e+01
1.742500000000007532e+01,4.820676970481872559e+01,1.075117282236102945e+01
1.747500000000007958e+01,4.714595508575439453e+01,9.731853715793588933e+00
1.752500000000007674e+01,3.518852531909942627e+01,9.829755590200283777e+00
1.757500000000008100e+01,4.720676970481872559e+01,1.070456524368338869e+01
1.762500000000007816e+01,4.120676970481872559e+01,1.042054303077696709e+01
1.767500000000008242e+01,4.415203654766082764e+01,9.679713362319793291e+00
1.772500000000007958e+01,5.615811800956726074e+01,1.037712507430354059e+01
1.777500000000008384e+01,1.523109555244445801e+01,9.515209571025852853e+00
1.782500000000008100e+01,3.113987362384796143e+01,8.759058323503650101e+00
1.787500000000008527e+01,3.315203654766082764e+01,9.093780884575588530e+00
1.792500000000008242e+01,2.817028093338012695e+01,9.146609911320863873e+00
1.797500000000008669e+01,1.713379216194152832e+01,7.793152679337912225e+00
1.802500000000008384e+01,2.315811800956726074e+01,8.642032446579870353e+00
1.807500000000008811e+01,2.813379216194152832e+01,8.469547135678014982e+00
1.812500000000008527e+01,3.013987362384796143e+01,8.701787328735319349e+00
1.817500000000008953e+01,2.112771070003509521e+01,7.921196541710399330e+00
1.822500000000008669e+01,2.412162923812866211e+01,7.984828152273403035e+00
1.827500000000009095e+01,1.012162923812866211e+01,7.053898257087203305e+00
1.832500000000008811e+01,3.208514046669006348e+01,7.735000739168453876e+00
1.837500000000009237e+01,1.314595508575439453e+01,7.791596546639556919e+00
1.842500000000008953e+01,7.188525319099426270e+00,8.283966137248132355e+00
1.847500000000009379e+01,1.909730339050292969e+01,7.127831682711812888e+00
1.852500000000009095e+01,2.012162923812866211e+01,7.730296282894847160e+00
1.857500000000009521e+01,2.209730339050292969e+01,7.335256266625612476e+00
1.862500000000009237e+01,2.110946631431579590e+01,7.535365456247235194e+00
1.867500000000009663e+01,1.612162923812866211e+01,7.467093184187397981e+00
1.872500000000009379e+01,1.604865169525146484e+01,5.648273386490348713e+00
1.877500000000009805e+01,8.103384852409362793e+00,6.464816975610153449e+00
1.882500000000009521e+01,1.309730339050292969e+01,6.693727249975928828e+00
1.887500000000009948e+01,4.085140466690063477e+00,5.641829174561785898e+00
1.892500000000009663e+01,2.004257023334503174e+01,5.823668793592941206e+00
